NRA,NOMBRE,SCIAN,DESC_SCIAN,SECTOR,SUBSECTOR,ACTIVIDAD,PARQ_ IND,COORD_UTMX,COORD_UTMY,LAT_NORTE,lat1,lat2,lat3,lat,LON_OESTE,lon1,lon2,lon3,lon,CALLE,NUM_EXT,NUM_INT,COLONIA,LOCALIDAD,ESTADO,MUNICIPIO,CP
AEP2107400033,"ASOCIACIÓN DE EMPRESARIOS DEL PARQUE INDUSTRIAL CIUDAD TEXTIL DE PUEBLA AC,",813110,"Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios",Otros,Aprovechamiento de aguas subterraneas,SERVICIO DE APOYO A LOS NEGOCIOS,REAL DE HUEJOTZINGO,562407.5146,2118366.237,"19°9'27""",19,9,27,19.1575,"98°24'23""",98,24,23,-98.40638889,Carretera KM 2.9 ENTRONQUE DE LA  FEDERAL MEXICO PUEBLA,SN , ,,HUEJOTZINGO,PUEBLA,Huejotzingo,74160
AER1505100108,"Aerobal S.A. de C.V., ",325610,"Fabricación de jabones, limpiadores y dentífricos",Quimica,Produccion de jabones y detergentes,Maquila de productos para el cuidado del hogar y cuidado personal ,LERMA DE VILLADA CENTRO,444567.5887,2134522.232,"19°18'13""",19,18,13,19.30361111,"99°31'39""",99,31,39,-99.5275,Avenida San Rafael,12, ,,LERMA DE VILLADA,MEXICO,Lerma,52000
AESL70400311,"AEROSERVICIOS ESPECIALIZADOS, S. A. DE C. V.,",481210,Transporte aéreo no regular,Otros,Transporte de carga en general,TRANSPORTACION AEREA,,626489.8532,2062196.754,"18°38'49""",18,38,49,18.64694444,"91°48'2""",91,48,2,-91.80055556,Calle CARRETERA CARMEN-PUERTO REAL S/N,S/N , ,Colonia FRANCISCO I. MADERO,CIUDAD DEL CARMEN,CAMPECHE,Carmen,24190
AET1605300706,"ACEITES ESPECIALES TH SA DE CV,ACEITES EPECIALE TH S.A. DE C.V.",311222,Elaboración de aceites y grasas vegetales comestibles,Quimica,Fabricacion de aceites y grasas alimenticias,Elaboración de aceites y grasas Y vegetales comestibles ,,275069.209,2182838.824,"19°43'41""",19,43,41,19.72805556,"101°8'46""",101,8,46,-101.1461111,Calle AV EJE NORTE SUR,451, ,Colonia CIUDAD INDUSTRIAL,MORELIA,MICHOACAN,Morelia,58200
AFE2G0710611,"CIA. AZUCARERA LA FE, S.A. DE C.V.,ZUCARMEX",311311,Elaboración de azúcar de caña,Alimenticio y/o de consumo humano,Ingenios azucareros,FABRICACIÓN DE AZÚCAR ESTÁNDAR Y MIEL INCRISTALIZABLE,,558656.1205,1799820.048,"16°16'42""",16,16,42,16.27833333,"92°27'3""",92,27,3,-92.45083333,Calle N/E,SIN NUMERO , ,Colonia SAN FRANCISCO PUJILTIC,VENUSTIANO CARRANZA,CHIAPAS,Venustiano Carranza,30210
AFI7T0502711,"CATERPILLAR RAMOS ARIZPE S. DE R.L. DE C.V.,",332999,Fabricación de otros productos metálicos,Metalurgica (incluye la siderurgica),Fundicion  y moldeo de piezas de hierro y acero,FUNDICION DE PIEZAS METALICAS FERROSAS,RAMOS ARIZPE,307884.3028,2828205.565,"25°33'31""",25,33,31,25.55861111,"100°54'44""",100,54,44,-100.9122222,Calle BLVD. INDUSTRIA DE LA TRANSFORMACION,3135, ,,RAMOS ARIZPE,COAHUILA,Ramos Arizpe,25900
AFM1103200008,"ALUMINICASTE FUNDICION DE MEXICO S DE RL DE CV,ALUMINICASTE FUNDICION DE MEXICO S. DE R.L. DE C.V.",332999,Fabricación de otros productos metálicos,Metalurgica (incluye la siderurgica),"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos",Fundición de aluminio,Parque Opcion,348070.1881,2329524.809,"21°3'37""",21,3,37,21.06027778,"100°27'44""",100,27,44,-100.4622222,Avenida MONTES URALES,88, ,,SAN JOSE ITURBIDE,GUANAJUATO,San Jose Iturbide,37998
AFM910500221,"AEES MANUFACTURERA S DE RL DE CV,",336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",Ensamble de arneses electricos y/o electronicos,PARQUE INDUSTRIAL AMISTAD,306011.4933,3247690.194,"29°20'36""",29,20,36,29.34333333,"100°59'53""",100,59,53,-100.9980556,Carretera  PRESA LA AMISTAD,KM. 5.0 , ,,CIUDAD ACUÑA,COAHUILA,Acuna,26220
AFM910503511,"AEES MANUFACTURERA S DE RL DE CV,",326192,Fabricación de autopartes de plástico con y sin reforzamiento,Automotriz,Produccion de otras auto partes,FABRICACION DE AUTOPARTES DE PLASTICO CON Y SIN REFORZAMIENTO,IND. LAS AMERICAS,664806.7053,2824533.038,"25°31'44""",25,31,44,25.52888889,"103°21'35""",103,21,35,-103.3597222,Boulevard CARRETERA A  MATAMOROS ENTRONQUE CON MIELERAS LOTE 11 Y 12 ,S/N ,S/N ,,TORREON,COAHUILA,Torreon,27277
AFM910803713,"AEES MANUFACTURERA S DE RL DE CV,",336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",Manufactura y Ensamble de Arneses y Componentes Electrónicos Automotrices,,367736.8191,3510750.221,"31°43'28""",31,43,28,31.72444444,"106°23'45""",106,23,45,-106.3958333,Calle FRESNEL,7650, ,Colonia PARQUE IND. A.J. BERMUDEZ,JUAREZ,CHIHUAHUA,Juarez,32470
AFRLN0803711,"ASFALTOS DE LA FRONTERA SA DE CV,ASFALTOS DE LA FRONTERA S.A. DE C.V.",324120,Fabricación de productos de asfalto,Petroleo y petroquimica,Almacenamiento y distribucion de productos derivados del petroleo,FABRICACION DE PRODUCTOS BASE ASFALTO,,365112.0592,3503441.367,"31°39'29""",31,39,29,31.65805556,"106°25'21""",106,25,21,-106.4225,Calle AVE. MANUEL J. CLOUTHIER,280, ,Colonia ZARAGOZA,JUAREZ,CHIHUAHUA,Juarez,32551
AFS1I0500211,"ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I), S. DE R.L. DE C.V.,ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I), S. DE R.L. DE C.V",332720,"Fabricación de tornillos, tuercas, remaches y similares",Articulos y productos metalicos,"Produccion de tornillos, clavos, tuercas y similares",Fabricación de otros productos metálicos,PARQUE INDUSTRIAL AMISTAD,306042.336,3247604.549,"29°20'33""",29,20,33,29.3425,"100°59'51""",100,59,51,-100.9975,Calle HIDALGO,120, ,,CIUDAD ACUÑA,COAHUILA,Acuna,26220
AGDMC1412011,"ACEITES, GRASAS Y DERIVADOS, S.A. DE C.V.,AGYDSA",311222,Elaboración de aceites y grasas vegetales comestibles,Quimica,Fabricacion de aceites y grasas alimenticias,FABRICACIÓN DE ACEITES Y MANTECAS VEGETALES COMESTIBLES Y SUS DERIVADOS,,665571.1629,2287179.525,"20°40'36""",20,40,36,20.67666667,"103°24'37""",103,24,37,-103.4102778,Avenida VALLARTA,5106, ,Colonia JUAN MANUEL VALLARTA,ZAPOPAN,JALISCO,Zapopan,45120
AGD1404400004,"ACEITES GRASAS Y DERIVADOS SA DE CV,AGYDSA  - PLANTA IXTLAHUACÁN",311222,Elaboración de aceites y grasas vegetales comestibles,Quimica,Fabricacion de aceites y grasas alimenticias,FABRICACIÓN DE ACEITES COMESTIBLES DE ORIGEN VEGETAL Y PASTAS OLEAGINOSAS,Corredor Industrial de El Salto,688571.7766,2252317.236,"20°21'34""",20,21,34,20.35944444,"103°11'36""",103,11,36,-103.1933333,Carretera CALLE GOSA  EL SALTO - LA CAPILLA,1, ,,IXTLAHUACAN DE LOS MEMBRILLOS,JALISCO,Ixtlahuacan de los Membrillos,45870
AGR1904800062,"AGRICEL S. A. DE C. V.,",325190,Fabricación de otros productos químicos básicos orgánicos,Quimica,Produccion de acidos organicos,"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS",,352286.1259,2842674.757,"25°41'40""",25,41,40,25.69444444,"100°28'19""",100,28,19,-100.4719444,Calle Mineria,201, ,Fraccionamiento LAS PALMAS,CIUDAD SANTA CATARINA,NUEVO LEON,Santa Catarina,66350
AGR5N2201411,"AGROGEN S.A. DE C.V.,",325310,Fabricación de fertilizantes,Quimica,Produccion de fertilizantes quimicos,PRODUCCIÓN DE ÁCIDO SULFÚRICO Y DE FERTILIZANTES QUÍMICOS,,346479.2559,2277907.078,"20°35'38""",20,35,38,20.59388889,"100°28'23""",100,28,23,-100.4730556,Calle CARR. A TLACOTE EL BAJO,KM. 5.5 , ,Ninguno ,SANTIAGO DE QUERETARO,QUERETARO,Queretaro,76000
AGR5P0801911,"AGRI ESTRELLA S DE RL DE CV,Agri-Estrella, S. de R.L de C.V",325320,"Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes",Quimica,Produccion de plaguicidas y otros quimicos agricolas,Fabricación de Fungicidas de Cobre,,390787.5192,3176992.851,"28°42'56""",28,42,56,28.71555556,"106°7'5""",106,7,5,-106.1180556,Retorno ALFONSO REYES,331, ,Colonia COMPLEJO INDUSTRIAL CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,Chihuahua,31136
AGU0901700112,"Artes Gráficas Unidas, S.A. de C.V.,",323119,Impresión de formas continuas y otros impresos,Otros,"Edicion, Encuadernacion y/o impresion",Impresión de empaques flexibles y bolsas de polietileno,,490464.4501,2149119.718,"19°26'11""",19,26,11,19.43638889,"99°5'27""",99,5,27,-99.09083333,Calle Oriente 174,473, ,Colonia MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,DISTRITO FEDERAL,Venustiano Carranza,15530
AHM7F0501811,"Altos Hornos de México S.A.B. de C.V.,",332999,Fabricación de otros productos metálicos,Metalurgica (incluye la siderurgica),Laminacion primaria de hierro y acero,Adquisición de materias primas para la producción de acero,,261022.2432,2980780.203,"26°55'42""",26,55,42,26.92833333,"101°24'24""",101,24,24,-101.4066667,Prolongación Benito Juárez,S/N , ,Colonia La Loma,MONCLOVA,COAHUILA,Monclova,25770
AHO5E0901611,"ACCESOS HOLOGRAFICOS, S.A. DE C.V.,ACCESOS HOLOGRAFICOS",323111,"Impresión de libros, periódicos y revistas",Otros,"Edicion, Encuadernacion y/o impresion","Impresión de libros, periódicos y revistas por contrato. Industria de alta tecnología en (",,481773.1976,2150271.576,"19°26'48""",19,26,48,19.44666667,"99°10'25""",99,10,25,-99.17361111,Calle LAGO ZIRAHUEN,69, ,Colonia ANAHUAC I SECCIÓN,MIGUEL HIDALGO,DISTRITO FEDERAL,Miguel Hidalgo,11320
AHS7X1900621,"ASHLAND HARDWARE AND CASTING SYSTEMS DE MEXICO S. DE R.L. DE C.V.,",332510,Fabricación de herrajes y cerraduras,Metalurgica (incluye la siderurgica),Fundicion  y moldeo de piezas de metales no ferrosos,Fabricación de Herrajes Metálicos para Puertas y Ventanas,PARQUE INDUSTRIAL MILENIUM,386435.7369,2850713.147,"25°46'12""",25,46,12,25.77,"100°7'57""",100,7,57,-100.1325,Avenida VIA MONTERREY MATAMOROS,600, ,,CIUDAD APODACA,NUEVO LEON,Apodaca,66600
AHY1407000772,"Univar de México, S.A. de C.V.,UNIVAR",493111,Almacenes generales de depósito,Otros,"Almacen de materiales, productos y otros",Almacenamiento y distribución de solventes ,,682916.6569,2269115.33,"20°30'42""",20,30,42,20.51166667,"103°14'44""",103,14,44,-103.2455556,Calle B,194, ,Pueblo PARQUE INDUSTRIAL EL SALTO,EL SALTO,JALISCO,El Salto,45680
AIB2G1400211,"Cia. Azucarera del Ingenio Bellavista S.A. de C.V.,Cia. Azucarea del Ingenio Bellavista S.A. de C.V.",311311,Elaboración de azúcar de caña,Alimenticio y/o de consumo humano,Ingenios azucareros,Producción de azúcar y mieles incristalizables ,,642556.7022,2260150.534,"20°26'3""",20,26,3,20.43416667,"103°38'0""",103,38,0,-103.6333333,"Calle AV, TRABAJO",18, ,Colonia CENTRO,BELLAVISTA,JALISCO,Acatlan de Juarez,45720
AIM210000005,"AUTOTEK INDUSTRIAL DE MEXICO, S.A. DE C.V.,Autotek Industrial de México, S.A. de C.V.",336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,Automotriz,Produccion de otras auto partes,Fabricación de otras autopartes metálicas,PARQUE INDUSTRIAL PUEBLA 2000,589373.9784,2109429.16,"19°4'32""",19,4,32,19.07555556,"98°9'1""",98,9,1,-98.15027778,Callejón Prolongacion Calle F,50, ,,HEROICA PUEBLA DE ZARAGOZA,PUEBLA,Puebla,72226
AINMD1902611,"ACS INTERNACIONAL S DE R.L. DE C.V.,Planta Las Américas ",336390,Fabricación de otras partes para vehículos automotrices,Metalurgica (incluye la siderurgica),Tratamiento termico de piezas metalicas,TRATAMIENTO TÉRMICO DE PIEZAS METÁLICAS CON COMBUSTIBLES FÓSILES; NO INCLUYE LA MICROINDUS,,374993.0855,2842701.438,"25°41'48""",25,41,48,25.69666667,"100°14'45""",100,14,45,-100.2458333,Calle AV. LAS AMERICAS,601, ,Colonia INDUSTRIAL AMERICAS,GUADALUPE,NUEVO LEON,Guadalupe,67130
AINNG0200211,"Accuride International S.A. de C.V.,",339999,Otras industrias manufactureras,Quimica,Galvanoplastia,Fabricación y ensamble de correderas metálicas para cajones,NELSON,652195.7054,3606523.972,"32°35'8""",32,35,8,32.58555556,"115°22'42""",115,22,42,-115.3783333,Calle CIRCUITO NORTE,6, ,,MEXICALI,BAJA CALIFORNIA,Mexicali,21395
AIN1Z0502811,"Avomex International S.A. de C.V.,",311423,Conservación de guisos y otros alimentos preparados por procesos distintos a la congelación,Alimenticio y/o de consumo humano,Preparacion y envasado alimentos,PREPARACIÓN Y ENVASADO DE PRODUCTOS ALIMENTICIOS,,291464.7938,3084357.087,"27°52'3""",27,52,3,27.8675,"101°7'5""",101,7,5,-101.1180556,Calle ANDRES FLORES,S/N , ,Colonia LOS PINOS,SABINAS,COAHUILA,Sabinas,26737
AIN7N1903911,"ACS INTERNACIONAL S DE R.L. DE C.V.,PLANTA RUIZ CORTINES",332610,"Fabricación de alambre, productos de alambre y resortes",Metalurgica (incluye la siderurgica),Afinacion y refinacion de otros metales no ferrosos,"AFINACION Y REFINACION DE ALAMBRE (ASI COMO SUS ALEACIONES, INCLUYENDO EXTRUSION)",,366503.1848,2843656.578,"25°42'16""",25,42,16,25.70444444,"100°19'49""",100,19,49,-100.3302778,Calle AVENIDA RUIZ CORTINEZ,1855 PTE. ,S/N ,Colonia ESTRELLA,MONTERREY,NUEVO LEON,Monterrey,64400
AJA0900500338,"ACEITES Y JABONES, S.A. DE C.V.,",311999,Elaboración de otros alimentos,Quimica,Fabricacion de aceites y grasas alimenticias,"PRODUCCION DE GRASAS, ACEITES COMESTIBLES Y JABONES",,487667.6867,2157385.649,"19°30'39""",19,30,39,19.51083333,"99°7'3""",99,7,3,-99.1175,Avenida Talisman,284, ,Colonia AMPLIACION SAN JUAN DE ARAGON,GUSTAVO A. MADERO,DISTRITO FEDERAL,Gustavo A. Madero,7470
AJU0803700310,"ADEMCO DE JUAREZ, S. DE R.L. DE C.V.,Ademco de Juarez S de RL de C.V",334410,Fabricación de componentes electrónicos,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",Ensamble y manufactura de equipos electronicos.,FUENTES,365791.905,3511331.272,"31°43'46""",31,43,46,31.72944444,"106°24'59""",106,24,59,-106.4163889,Avenida ROSA MARIA Y. FUENTES,7080, ,,JUAREZ,CHIHUAHUA,Juarez,32320
AJU0803700383,"ADEMCO DE JUAREZ, S. DE R.L. DE C.V.,ADEMO DE JUAREZ",339999,Otras industrias manufactureras,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",MANUFACTURA,INTERMEX,368449.7217,3500107.474,"31°37'43""",31,37,43,31.62861111,"106°23'13""",106,23,13,-106.3869444,Avenida VALLE DEL CEDRO,1681, ,,JUAREZ,CHIHUAHUA,Juarez,32574
AJU9M0803711,"ADEMCO DE JUAREZ, S. DE R.L. DE C.V. MX34,ADEMCO DE JUAREZ, S. DE R.L. DE C.V.",339999,Otras industrias manufactureras,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos","Diseño, manufactura, ensamble y reparación de productos eléctricos y electrónicos para alarmas",P.I. LOS FUENTES,369442.9436,3469241.964,"31°21'1""",31,21,1,31.35027778,"106°22'21""",106,22,21,-106.3725,Calle AV. ROSA MARIA Y FUENTES,7151, ,,JUAREZ,CHIHUAHUA,Juarez,32320
ALC0503003018,"ALCAST, S.A. DE C.V.,",332999,Fabricación de otros productos metálicos,Metalurgica (incluye la siderurgica),Fundicion  y moldeo de piezas de metales no ferrosos,FUNDICION Y MOLDEO DE PIEZAS DE ALUMINIO,,299437.4156,2816625.313,"25°27'11""",25,27,11,25.45305556,"100°59'40""",100,59,40,-100.9944444,Calle LAGUNA DE MAYRAN,125,SN ,Colonia LA SALLE,SALTILLO,COAHUILA,Saltillo,25240
ALI1902600055,"Autopolis Lindavista, S.A. de C.V.,Autopolis Volkswagen",468111,Comercio al por menor de automóviles y camionetas nuevos,Otros,Centros distribuidores de autotransportes ,Comercio al por menor de automóviles y camionetas nuevos / Servicio de mantto. automotriz,,373668.2831,2841719.248,"25°41'16""",25,41,16,25.68777778,"100°15'32""",100,15,32,-100.2588889,Carretera MIGUEL ALEMAN,4306, ,Colonia DIEZ DE MAYO,GUADALUPE,NUEVO LEON,Guadalupe,67130
ALM0501800024,"AIR LIQUIDE MEXICO, S DE RL DE CV,Planta de Hidrógeno SMR",325120,Fabricación de gases industriales,Quimica,Produccion de gases industriales,Fabricación de gases industriales,,258379.6448,2975351.084,"26°52'44""",26,52,44,26.87888889,"101°25'56""",101,25,56,-101.4322222,Calle Estándar 1,S/N , ,Colonia Obrera Norte,MONCLOVA,COAHUILA,Monclova,25790
ALM0900300231,"Armstrong Laboratorios de México S.A. de C.V.,Armstrong Laboratorios de México, S.A. de C.V. ",325412,Fabricación de preparaciones farmacéuticas,Quimica,Produccion de farmaceuticos y medicamentos,ELABORACION DE PRODUCTOS FARMACEUTICOS PARA CONSUMO HUMANO Y DE CUIDADO PERSONAL,,484872.0989,2137373.131,"19°19'48""",19,19,48,19.33,"99°8'38""",99,8,38,-99.14388889,Avenida Division del Norte,3311, ,Colonia PUEBLO LA CANDELARIA,COYOACAN,DISTRITO FEDERAL,Coyoacan,4380
ALM1L1411911,"ALMERIA, S.A. DE C.V.,ALMERIA ",327999,Fabricación de otros productos a base de minerales no metálicos,Metalurgica (incluye la siderurgica),Mineria de otros minerales metalicos no ferrosos,FABRICACIÓN DE OTROS PRODUCTOS A BASE DE MINERALES NO METÁLICOS ,,644860.5876,2246675.931,"20°18'45""",20,18,45,20.3125,"103°36'45""",103,36,45,-103.6125,Calle JOSE ANTONIO TORRES,400, ,Colonia ZACOALCO DE TORRES CENTRO,ZACOALCO DE TORRES,JALISCO,Zacoalco de Torres,45765
ALM1510600742,"Armstrong Laboratorios de México S.A. de C.V.,",325411,Fabricación de materias primas para la industria farmacéutica,Quimica,Produccion de materias primas para medicamentos,Elaboración de materias primas para medicamentos,PARQUE INDUSTRIAL TOLUCA 2000,440708.0041,2142024.272,"19°22'17""",19,22,17,19.37138889,"99°33'52""",99,33,52,-99.56444444,Calle 2 Sur,18,MANZANA 18 6,,TOLUCA DE LERDO,MEXICO,Toluca,50200
ALM1904100002,"AIR LIQUIDE MEXICO, S DE RL DE CV,Planta Pesquería",325120,Fabricación de gases industriales,Quimica,Produccion de gases industriales,Fabricación de gases industriales,Interior Centro Industrial Ternium,403445.0888,2847691.858,"25°44'38""",25,44,38,25.74388889,"99°57'45""",99,57,45,-99.9625,Carretera  a Santa María la Floreña,Km. 15 , ,,PESQUERIA,NUEVO LEON,Pesqueria,66650
ALM5T0900322,"Abbott Laboratories de Mexico SA de CV,",325412,Fabricación de preparaciones farmacéuticas,Quimica,Produccion de farmaceuticos y medicamentos,Fabricación de productos farmacéuticos y medicamentos.,,485194.9668,2135164.517,"19°18'36""",19,18,36,19.31,"99°8'27""",99,8,27,-99.14083333,Calle CALZ. DE TLALPAN,3092, ,Colonia EXHACIENDA COAPA,COYOACAN,DISTRITO FEDERAL,Coyoacan,4980
ALSKE2402811,"AUTOMOTRIZ LOMAS SAN LUIS, S.A. DE C.V.,",468111,Comercio al por menor de automóviles y camionetas nuevos,Otros,Centros distribuidores de autotransportes ,Venta de automóviles y camionetas,,290245.8335,2448762.117,"22°7'52""",22,7,52,22.13111111,"101°2'1""",101,2,1,-101.0336111,Calle CARR. A GUADALAJARA,515, ,Colonia LOMAS DEL TECNOLOGICO,SAN LUIS POTOSI,SAN LUIS POTOSI,San Luis Potosi,78216
ALU1503300396,"ALUPRESS SA DE CV,ALUPRESS, S.A. DE C.V.",339999,Otras industrias manufactureras,Metalurgica (incluye la siderurgica),Afinacion y laminacion de aluminio,MOLDEO POR FUNDICION DE PIEZAS METALICAS NO FERROSAS (ALUMINIO),,493506.8981,2160494.339,"19°32'21""",19,32,21,19.53916667,"99°3'42""",99,3,42,-99.06166667,Calle MIGUEL HIDALGO,53,. ,Colonia SANTA CLARA COATITLA,ECATEPEC DE MORELOS,MEXICO,Ecatepec de Morelos,55540
AMARP2501211,"AEROPUERTO DE MAZATLAN, S.A. DE C.V.,",488112,Administración de aeropuertos y helipuertos,Otros,Servicios de administracion de aeropuertos y helipuertos,PRESTACION DE SERVICIOS AEROPORTUARIOS,,369930.5356,2562509.13,"23°9'59""",23,9,59,23.16638889,"106°16'14""",106,16,14,-106.2705556,Calle CARRETERA INTERNACIONAL AL SUR,S/N , ,Colonia MAZATLAN (GRAL. RAFAEL BUELNA),MAZATLAN,SINALOA,Mazatlan,82269
AMA0705100008,"AGROINDUSTRIAS DE MAPASTEPEC S.A.DE C.V.,Agroindustrias de Mapastepec, S.A. de C.V.",311222,Elaboración de aceites y grasas vegetales comestibles,Quimica,Fabricacion de aceites y grasas alimenticias,Extracción y comercialización de aceite crudo de palma,,514627.2032,1696250.296,"15°20'34""",15,20,34,15.34277778,"92°51'49""",92,51,49,-92.86361111,Terracería Calle Central,sn ,sn ,Ejido Nicolás Bravo II,MAPASTEPEC,CHIAPAS,Mapastepec,30560
AMA522803211,"AUTOMOTIVE MAQUILADORA S. DE R.L. DE C.V.,AUTOMOTIVE PLANTA 1",336330,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices,Automotriz,Produccion de partes para el sistema de suspension y direccion,REMANUFACTURA DE PARTES AUTOMOTRICES,PARQUE INDUSTRIAL DEL NORTE,563500.5713,2881027.91,"26°2'48""",26,2,48,26.04666667,"98°21'54""",98,21,54,-98.365,Calle Ave. Fomento Industrial ,3007, ,,REYNOSA,TAMAULIPAS,Reynosa,88736
AMD1000500122,"AGUAS DEL MUNICIPIO DE DURANGO,",222111,"Captación, tratamiento y suministro de agua realizados por el sector público",Otros,"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot","CAPTACIÓN, TRATAMIENTO Y SUMINISTRO DE AGUA REALIZADO POR SECTOR PUBLICO",,537478.3647,2651879.742,"23°58'42""",23,58,42,23.97833333,"104°37'53""",104,37,53,-104.6313889,Camino CONOCIDO,S/N , ,Ejido 15 DE SEPTIEMBRE,VICTORIA DE DURANGO,DURANGO,Durango,34320
AMD1000500123,"AGUAS DEL MUNICIPIO DE DURANGO,",222111,"Captación, tratamiento y suministro de agua realizados por el sector público",Otros,"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot","CAPTACIÓN, TRATAMIENTO Y SUMINISTRO DE AGUA REALIZADO POR SECTOR PUBLICO",,543855.0042,2655688.376,"24°0'45""",24,0,45,24.0125,"104°34'7""",104,34,7,-104.5686111,Terracería CAMINO A DOLORES HIDALGO,S/N , ,Ejido CRISTOBAL COLON,VICTORIA DE DURANGO,DURANGO,Durango,34306
AMD3L1000511,"AGUAS DEL MUNICIPIO DE DURANGO,",222111,"Captación, tratamiento y suministro de agua realizados por el sector público",Otros,"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot","CAPTACION, TRATAMIENTO Y SUMINISTRO DE AGUA REALIZADO POR EL SECTOR PUBLICO",,540485.5445,2657376.602,"24°1'40""",24,1,40,24.02777778,"104°36'6""",104,36,6,-104.6016667,Carretera DURANGO - MEXICO,S/N , ,Ciudad 20 DE NOVIEMBRE FUNDO LEGAL,VICTORIA DE DURANGO,DURANGO,Durango,34236
